"a-profile-name","a-icon-alt","a-size-base","a-size-base 2","a-size-mini","a-size-base 3","a-button-text href","cr-helpful-text","a-size-base 4","a-size-base href 2","a-size-base 5","review-comment-count","a-alert-heading","a-size-base 6"
"RetAF93","4.0 颗星，最多 5 颗星","Worth the read.","2021年8月24日 在美国审核","已确认购买","Not as detailed as his other books, but still a good read.  Was hoping for a history of China over several centuries like his other novels, but I still like his characters.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFkizsHiMqRfohaZM9sl62W8VS6zWOTSQ9KUb6CDpEL4AAAAAGQvw%252FkAAAAB%26reviewId%3DR20STWSKJXTX6O&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFkizsHiMqRfohaZM9sl62W8VS6zWOTSQ9KUb6CDpEL4AAAAAGQvw%2FkAAAAB&reviewId=R20STWSKJXTX6O","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Ross","5.0 颗星，最多 5 颗星","Excellent","2021年6月1日 在美国审核","已确认购买","I've read almost all of this author's books and this one is as good, if not better than all of them.  My only complaint is that the book is too short and the time frame it covers is not long enough.  It gave me real insight into this time and area and has inspired me to want to read and research more.  A must read","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhFrNFve0S7lY8vZEoiP6%252BttiVr7JhVfmkr8HchhXiBu8AAAAAGQvw%252FkAAAAB%26reviewId%3DR2VBKPE30PZNSE&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hFrNFve0S7lY8vZEoiP6%2BttiVr7JhVfmkr8HchhXiBu8AAAAAGQvw%2FkAAAAB&reviewId=R2VBKPE30PZNSE","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Mary M.","5.0 颗星，最多 5 颗星","A HIT!!!","2021年7月31日 在美国审核","已确认购买","Rutherfurd at his best.  Another 5 star review.  I have ALL of his books and have never been disappointed with any of them.  Not only is he a good story teller but he sets each novel in a wonderful country and time period that you can actually learn some true history.  What a fantastic writer!!!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhI1gYjVekZsQsabUFnplz7uBy0uAKmcSJ8szDre0U5lhAAAAAGQvw%252FkAAAAB%26reviewId%3DRXI42A60WY0PY&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hI1gYjVekZsQsabUFnplz7uBy0uAKmcSJ8szDre0U5lhAAAAAGQvw%2FkAAAAB&reviewId=RXI42A60WY0PY","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Director Don","5.0 颗星，最多 5 颗星","China Charm and Chaos","2021年6月9日 在美国审核","已确认购买","I read without hesitation, everything this author writes. China is an excellent addition to his list of enthralling historical novels. An eye-opening and informative account begins in 1839 and approaches modern times.  Wonderful characters fully developed in intriguing historical setting.  I enjoyed every page. Though I know it will be a while, I'm eager to read Rutherfurd's next offering.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBEc4cv5KmdCc0IeRDWiomtR30GB%252BeefL8xtEgkXFUwBAAAAAGQvw%252FkAAAAB%26reviewId%3DR319256X3D20MS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBEc4cv5KmdCc0IeRDWiomtR30GB%2BeefL8xtEgkXFUwBAAAAAGQvw%2FkAAAAB&reviewId=R319256X3D20MS","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Diane L.","5.0 颗星，最多 5 颗星","A wonderful read","2021年5月27日 在美国审核","已确认购买","Rutherfurd is one of the few masters of historical fiction. I read several of his books decades ago, and he hasn't lost his touch. Everything works in this book--Rutherfurd expertly weaves a tapestry of characters, history, culture and dramatic events. I was worried about following the characters with Chinese names, but it wasn't an issue. This was a very satisfying read.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKL1EJ%252FlEgeMbTKyaQpQ3%252FgLyWVD01BEDnm8XAQy9ISuAAAAAGQvw%252FoAAAAB%26reviewId%3DR1FL1D3KHK9YDR&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKL1EJ%2FlEgeMbTKyaQpQ3%2FgLyWVD01BEDnm8XAQy9ISuAAAAAGQvw%2FoAAAAB&reviewId=R1FL1D3KHK9YDR","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Mary M. McCue","4.0 颗星，最多 5 颗星","Great Read!","2021年6月1日 在美国审核","已确认购买","Covid-induced isolation prompted more reading. Edward Rutherford's great prose, meticulous research, andstrong characters, carried through generations, is a great companion for long days inside. Well worth picking up!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKqVlYuL%252Flj0Rrjvt0FlmROVLYcYtmZEvPgrRnL24mueAAAAAGQvw%252FoAAAAB%26reviewId%3DRMXMG4L1EEMAX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKqVlYuL%2Flj0Rrjvt0FlmROVLYcYtmZEvPgrRnL24mueAAAAAGQvw%2FoAAAAB&reviewId=RMXMG4L1EEMAX","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Josie","5.0 颗星，最多 5 颗星","Easy read","2021年7月9日 在美国审核","已确认购买","I love this author but some of the books take a little warming up to get moving.  I found this book caught and kept my attention throughout.  I enjoyed learning about the history of China prior to the move to Communism and doing so through the eyes of various characters with various backgrounds.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEoOCSS%252FVkFIppGHQhQhwCOZudzIT7aVJpmYfKCn8nfCAAAAAGQvw%252FoAAAAB%26reviewId%3DRPFY5A4C44DU8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEoOCSS%2FVkFIppGHQhQhwCOZudzIT7aVJpmYfKCn8nfCAAAAAGQvw%2FoAAAAB&reviewId=RPFY5A4C44DU8","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"canalpilot","5.0 颗星，最多 5 颗星","Beautiful Efficiency","2021年9月20日 在美国审核","已确认购买","I was wondering how such a long history would recounted in one novel.  Again, Mr Rutherford does a beautifully efficient job of telling the history of a very important nation so that we can understand the modern history of the whole region.  Thank You Edward","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAwgTtJAzzG7PgDnazeOL36EFusl%252FSTc1c0aXLR3FBNuAAAAAGQvw%252FoAAAAB%26reviewId%3DR3OSLMFI0J6CNR&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAwgTtJAzzG7PgDnazeOL36EFusl%2FSTc1c0aXLR3FBNuAAAAAGQvw%2FoAAAAB&reviewId=R3OSLMFI0J6CNR","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Krys Jeffrey-Wagner","5.0 颗星，最多 5 颗星","Again Author delivers a comprehensive and thoughtful novel.","2022年1月7日 在美国审核","已确认购买","As with his previous novels, ie;  London, Paris etc.  the author gives you a looks at all aspects of life.  Interesting and thought provoking this is a great addition to his works.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhEphf9lffC7xgA8igujNAqLSsEtH5TDw%252BPppCqYvwy7WAAAAAGQvw%252FoAAAAB%26reviewId%3DR2R0BRZ772CPY3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hEphf9lffC7xgA8igujNAqLSsEtH5TDw%2BPppCqYvwy7WAAAAAGQvw%2FoAAAAB&reviewId=R2R0BRZ772CPY3","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Quilter","5.0 颗星，最多 5 颗星","I love Edward Rutherford's stories","2021年7月22日 在美国审核","已确认购买","This book lives up to the Rutherford quality. He is my favorite author. I have read most of his books. Mr Rutherford's writing style is impeccable.  His stories are told with the right amount of history and character development. When is the next book being published?  I anxiously await.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhGi3m%252B8SZsxcvWYSDmNHB%252BCi9Na2anp%252FtHmZL5%252BkBVOiAAAAAGQvw%252FoAAAAB%26reviewId%3DRJN8NLU0TWCN0&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGi3m%2B8SZsxcvWYSDmNHB%2BCi9Na2anp%2FtHmZL5%2BkBVOiAAAAAGQvw%2FoAAAAB&reviewId=RJN8NLU0TWCN0","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"mayanscaper","5.0 颗星，最多 5 颗星","China is magnificent","2021年6月7日 在美国审核","已确认购买","I didn't expect that a novel covering 100 years of Chinese history would succeed in showing the richness of Chinese culture and explain it and what the West did because the country couldn't grow. I couldn't put the book down. It was brilliant, sad, thoughtful and beautiful like a lawyer box of many layers.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhDrjERdmMy5x7o1zI65TV1gtMQa8xzUzwf0q994z7%252FXGAAAAAGQvw%252FoAAAAB%26reviewId%3DR23EIO7V5S78UC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDrjERdmMy5x7o1zI65TV1gtMQa8xzUzwf0q994z7%2FXGAAAAAGQvw%2FoAAAAB&reviewId=R23EIO7V5S78UC","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Erwin C. Pantel","5.0 颗星，最多 5 颗星","Another outstanding book to Mr. Rutherford’s Credit","2021年7月24日 在美国审核","已确认购买","An outstanding work of historical fiction by a true master of the genre. A very enjoyable read through 19th century Chinese history for those that would like a fictional glimpse into that period, which I would highly recommend for fans of historical fiction of the highest caliber as well.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBYI3bXjciEiqKdCgKdHzvXBaKZsAWut3dSg7eYKC6sGAAAAAGQvw%252FoAAAAB%26reviewId%3DR17M5I1SJZJQRX&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBYI3bXjciEiqKdCgKdHzvXBaKZsAWut3dSg7eYKC6sGAAAAAGQvw%2FoAAAAB&reviewId=R17M5I1SJZJQRX","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"M. Armour","5.0 颗星，最多 5 颗星","Another Amazing Novel","2021年11月13日 在美国审核","已确认购买","I have absolutely loved all of Rutherfurd’s books and this was no exception.  Rich character development, colorful scenes, and a very interesting section of history I knew little about until I finished this book today.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhAlaIarcDGzIxpOTKN3p8GQUBqUZL7H0K0OVgmzKAr0KAAAAAGQvw%252FoAAAAB%26reviewId%3DR255P15PCEM3LG&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAlaIarcDGzIxpOTKN3p8GQUBqUZL7H0K0OVgmzKAr0KAAAAAGQvw%2FoAAAAB&reviewId=R255P15PCEM3LG","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"TJ Lambert","5.0 颗星，最多 5 颗星","Rutherford never fails to deliver","2021年6月7日 在美国审核","已确认购买","I’ve enjoyed all of this author’s fictional history sagas. His method creates characters that weave their way through history while providing insights to what occurred over decades. They also help explain why certain areas of the world are how they are.I look forward to his next novel.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhO%252Bk2%252B03bhG6keYFYqpUy6mumra72CVjzl3mD8kM1GZ3AAAAAGQvw%252FoAAAAB%26reviewId%3DR111ECU6GDQNE3&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hO%2Bk2%2B03bhG6keYFYqpUy6mumra72CVjzl3mD8kM1GZ3AAAAAGQvw%2FoAAAAB&reviewId=R111ECU6GDQNE3","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Amanda1120","3.0 颗星，最多 5 颗星","Well written, but not a sweeping epic.","2021年6月19日 在美国审核","已确认购买","I have read all of Rutherford's other novels, and I was thrilled to see this latest released, but it fell short of my expectations. I was hoping for a sweeping epic across centuries... or at least a century. Instead this was a novel of a comprssed history of a few decades. It was worth reading and was well-written, if not slow at some points.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhOEwOyC3xuWk5YBkh8AttsXeI%252BN83wrPbzHu7fHUvWxHAAAAAGQvw%252FwAAAAB%26reviewId%3DR374F1CVPMT0H7&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","1 个人发现此评论有用","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hOEwOyC3xuWk5YBkh8AttsXeI%2BN83wrPbzHu7fHUvWxHAAAAAGQvw%2FwAAAAB&reviewId=R374F1CVPMT0H7","报告","0","当前加载评论时遇到问题。请稍后再试。","显示条评论"
"Carol K. Page","5.0 颗星，最多 5 颗星","A very readable book","2021年5月25日 在美国审核","已确认购买","This book is a long narrative of China, from the Opium Wars through the Boxer Rebellion and finally the death of the Dowager Empress.  It is narrated by several characters that represent various levels of society. If you enjoyed Sarum, you will enjoy this!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhHE6XBMxusGZtsq3FjtwJFj3c7T8RE2%252BCwr5e4y%252FdlzbAAAAAGQvw%252FwAAAAB%26reviewId%3DR2DI70Z716GH8E&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHE6XBMxusGZtsq3FjtwJFj3c7T8RE2%2BCwr5e4y%2FdlzbAAAAAGQvw%2FwAAAAB&reviewId=R2DI70Z716GH8E","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"PH","3.0 颗星，最多 5 颗星","Quality","2022年3月21日 在美国审核","已确认购买","Story not up to Rutherford usual excellent quality.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhMrueb4UWQxAPnh2KdRT%252B%252FLagfE1OQ67SfYeCaZVH7a7AAAAAGQvw%252FwAAAAB%26reviewId%3DR11T58SPLCZP63&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hMrueb4UWQxAPnh2KdRT%2B%2FLagfE1OQ67SfYeCaZVH7a7AAAAAGQvw%2FwAAAAB&reviewId=R11T58SPLCZP63","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"Sheri","5.0 颗星，最多 5 颗星","Great!!","2021年9月3日 在美国审核","已确认购买","fascinating and so well written, incorporating human storylines with historical facts.  Like Paris, New York etc, Rutherford takes you on a journey inside these characters.  Can't wait for the next place he writes about..","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhKcn43jK8c0C0xnf5RfqZJ1cHTAcLRgeKaDUQXqEiYLpAAAAAGQvw%252FwAAAAB%26reviewId%3DR2IX4X1WS4MYZJ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKcn43jK8c0C0xnf5RfqZJ1cHTAcLRgeKaDUQXqEiYLpAAAAAGQvw%2FwAAAAB&reviewId=R2IX4X1WS4MYZJ","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
"E. Valentine","5.0 颗星，最多 5 颗星","Riveting! Kept me engaged from the start.","2021年11月28日 在美国审核","已确认购买","I really enjoy the depth and breadth of the historical accuracy behind Rutherfurd's  novels.  Those greedy Victorian English, including the monarchy, have a lot to answer for.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fproduct-reviews%2FB08FZM45DG%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26reviewerType%3Dall_reviews%26pageSize%3D10%26csrfT%3DhBMSzOvDPVS3UWmjH9MUDTIedoEW3urJzzbyQFXVAnsIAAAAAGQvw%252FwAAAAB%26reviewId%3DRWXKFI74JS5X2&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=zh&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","有帮助","报告","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBMSzOvDPVS3UWmjH9MUDTIedoEW3urJzzbyQFXVAnsIAAAAAGQvw%2FwAAAAB&reviewId=RWXKFI74JS5X2","显示条评论","0","当前加载评论时遇到问题。请稍后再试。",""
